SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster	dcf0
231	0.048	0.00083	0.17	0.11	0.15	0	0.11	0.11	0.17	0.11	0.00083	0	0	0.00083	2	0.26
232	0.064	0.00049	0.12	0.15	0.11	0	0.15	0.15	0.12	0.15	0.00049	0	0	0.00049	3	0.19
233	0.091	0	0.026	0.21	0.00061	0	0.21	0.21	0.026	0.21	0	0	0	0	3	0.19
234	0.057	0.00067	0.18	0.13	0.053	0	0.13	0.13	0.18	0.13	0.00067	0	0	0.00067	2	0.26
235	0.042	0.0013	0.16	0.098	0.24	0	0.098	0.098	0.16	0.098	0.0013	0	0	0.0013	4	0.33
236	0.096	0	0.0012	0.23	0	0	0.23	0.23	0.0012	0.23	0	0	0	0	3	0.19
237	0.096	0	0.0032	0.22	1.6e-06	0	0.22	0.22	0.0032	0.22	0	0	0	0	3	0.19
238	0.072	9.6e-06	0.034	0.17	0.18	0	0.17	0.17	0.034	0.17	9.6e-06	0	0	9.6e-06	4	0.33
239	0.082	0	0.0014	0.19	0.14	0	0.19	0.19	0.0014	0.19	0	0	0	0	3	0.19
240	0.075	0.0003	0.096	0.18	0.028	0	0.18	0.18	0.096	0.18	0.0003	0	0	0.0003	3	0.19
241	0.096	0	0.0007	0.23	0	0	0.23	0.23	0.0007	0.23	0	0	0	0	3	0.19
242	0.071	0	0.11	0.17	0.038	0	0.17	0.17	0.11	0.17	0	0	0	0	3	0.19
243	0.012	0.0019	0.36	0.027	0.16	0	0.027	0.027	0.36	0.027	0.0019	0	0	0.0019	2	0.26
244	0.07	0.00031	0.091	0.17	0.087	0	0.17	0.17	0.091	0.17	0.00031	0	0	0.00031	3	0.19
245	0.052	0.00081	0.17	0.12	0.12	0	0.12	0.12	0.17	0.12	0.00081	0	0	0.00081	2	0.26
246	0.077	0.00026	0.084	0.18	0.034	0	0.18	0.18	0.084	0.18	0.00026	0	0	0.00026	3	0.19
247	0.072	0.00011	0.086	0.17	0.077	1.1e-05	0.17	0.17	0.086	0.17	0.00011	0	0	0.00011	3	0.19
248	0.054	9.4e-06	0.15	0.13	0.15	0	0.13	0.13	0.15	0.13	9.4e-06	0	0	9.4e-06	4	0.33
249	0.025	0	0.34	0.058	0.069	0	0.058	0.058	0.34	0.058	0	0	0	0	2	0.26
