SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0
207	0.0025	0.0047	4.6e-05	0.16	0.0016	0.16	0	0.16	0.0047	0	0.16	0	0	0.16	0	0.16	3	0.19
208	0	0.026	0.00017	0.16	0	0.16	0	0.16	0.026	0	0.16	0	0	0.16	0	0.16	3	0.19
209	0	0.0057	6.9e-06	0.16	0	0.16	0	0.16	0.0057	0	0.16	0	0	0.16	0	0.16	3	0.19
210	0	0.11	0.0084	0.11	0	0.11	0.00029	0.11	0.11	0.00029	0.11	0.1	0	0.11	0	0.11	1	0.26
211	0	0.0061	5.3e-06	0.16	0	0.16	0	0.16	0.0061	0	0.16	0	0	0.16	0	0.16	3	0.19
212	0	0.25	0.018	0.08	0	0.08	0	0.08	0.25	0	0.08	0.00011	0	0.08	0	0.08	1	0.26
213	0	0.0093	0.099	0.14	0	0.14	1.1e-05	0.14	0.0093	1.1e-05	0.14	0.061	0	0.14	0	0.14	3	0.19
214	0	0.16	0.14	0.086	0	0.086	1.8e-05	0.086	0.16	1.8e-05	0.086	0.031	0	0.086	0	0.086	1	0.26
215	2.9e-05	0.0033	6.8e-06	0.17	1.9e-05	0.17	0	0.17	0.0033	0	0.17	0	0	0.17	0	0.17	3	0.19
216	0	0.12	0.092	0.098	0	0.098	0.00045	0.098	0.12	0.00045	0.098	0.083	0	0.098	0	0.098	1	0.26
217	0	0.25	0.12	0.063	0	0.063	2.4e-06	0.063	0.25	2.4e-06	0.063	0.012	0	0.063	0	0.063	1	0.26
218	0	0.15	0.14	0.077	0	0.077	0.00037	0.077	0.15	0.00037	0.077	0.09	0	0.077	0	0.077	1	0.26
219	0	0.17	0.36	0.014	0	0.014	0.00032	0.014	0.17	0.00032	0.014	0.21	0	0.014	0	0.014	2	0.33
220	1.1e-05	0.0035	0.025	0.16	7.3e-06	0.16	2.4e-06	0.16	0.0035	2.4e-06	0.16	0.017	0	0.16	0	0.16	3	0.19
221	0	0.0081	0.39	0.00063	0	0.00063	0.00066	0.00063	0.0081	0.00066	0.00063	0.59	0	0.00063	0	0.00063	11	0.4
222	0	0.12	0.084	0.1	0	0.1	0.00031	0.1	0.12	0.00031	0.1	0.056	0	0.1	0	0.1	1	0.26
223	0	0.31	0.27	0.012	0	0.012	0.00091	0.012	0.31	0.00091	0.012	0.031	0	0.012	0	0.012	1	0.26
224	1.5e-05	0.088	0.05	0.12	9.6e-06	0.12	0.00018	0.12	0.088	0.00018	0.12	0.032	0	0.12	0	0.12	3	0.19
225	0	0.14	0.054	0.1	0	0.1	0.00026	0.1	0.14	0.00026	0.1	0.046	0	0.1	0	0.1	1	0.26
226	0	0.13	0.026	0.11	0	0.11	0.00022	0.11	0.13	0.00022	0.11	0.047	0	0.11	0	0.11	1	0.26
227	0	0.099	0.088	0.11	0	0.11	0.00025	0.11	0.099	0.00025	0.11	0.029	0	0.11	0	0.11	3	0.19
228	0	0.11	0.0016	0.12	0	0.12	0.00011	0.12	0.11	0.00011	0.12	0.064	0	0.12	0	0.12	3	0.19
229	0.00052	0.0063	0.061	0.15	0.00033	0.15	3.6e-06	0.15	0.0063	3.6e-06	0.15	0.015	0	0.15	0	0.15	3	0.19
230	0	0.002	0	0.17	0	0.17	0	0.17	0.002	0	0.17	0	0	0.17	0	0.17	3	0.19
231	0	0.18	0.097	0.082	0	0.082	0.0004	0.082	0.18	0.0004	0.082	0.056	0	0.082	0	0.082	1	0.26
232	0	0.12	0.069	0.11	0	0.11	0.00023	0.11	0.12	0.00023	0.11	0.048	0	0.11	0	0.11	1	0.26
233	0	0.027	0.0004	0.16	0	0.16	0	0.16	0.027	0	0.16	0	0	0.16	0	0.16	3	0.19
234	0	0.18	0.033	0.095	0	0.095	0.00031	0.095	0.18	0.00031	0.095	0.046	0	0.095	0	0.095	1	0.26
235	0	0.16	0.15	0.07	0	0.07	0.00063	0.07	0.16	0.00063	0.07	0.11	0	0.07	0	0.07	1	0.26
236	0	0.0013	0	0.17	0	0.17	0	0.17	0.0013	0	0.17	0	0	0.17	0	0.17	3	0.19
237	0	0.0034	1e-06	0.17	0	0.17	0	0.17	0.0034	0	0.17	0	0	0.17	0	0.17	3	0.19
238	0	0.037	0.12	0.13	0	0.13	4.9e-06	0.13	0.037	4.9e-06	0.13	0.025	0	0.13	0	0.13	3	0.19
239	0	0.0015	0.095	0.15	0	0.15	0	0.15	0.0015	0	0.15	0.022	0	0.15	0	0.15	3	0.19
240	0	0.096	0.017	0.12	0	0.12	0.00014	0.12	0.096	0.00014	0.12	0.048	0	0.12	0	0.12	3	0.19
241	0	0.00074	0	0.17	0	0.17	0	0.17	0.00074	0	0.17	0	0	0.17	0	0.17	3	0.19
242	0	0.12	0.025	0.12	0	0.12	0	0.12	0.12	0	0.12	0.0015	0	0.12	0	0.12	3	0.19
243	0	0.38	0.11	0.02	0	0.02	0.00094	0.02	0.38	0.00094	0.02	0.014	0	0.02	0	0.02	1	0.26
244	0	0.093	0.056	0.12	0	0.12	0.00015	0.12	0.093	0.00015	0.12	0.037	0	0.12	0	0.12	3	0.19
245	0	0.18	0.08	0.089	0	0.089	0.00039	0.089	0.18	0.00039	0.089	0.033	0	0.089	0	0.089	1	0.26
246	0	0.084	0.021	0.13	0	0.13	0.00012	0.13	0.084	0.00012	0.13	0.046	0	0.13	0	0.13	3	0.19
247	6.7e-06	0.09	0.05	0.12	4.4e-06	0.12	5.6e-05	0.12	0.09	5.6e-05	0.12	0.021	0	0.12	0	0.12	3	0.19
248	0	0.16	0.099	0.096	0	0.096	4.7e-06	0.096	0.16	4.7e-06	0.096	0.013	0	0.096	0	0.096	1	0.26
249	0	0.35	0.044	0.042	0	0.042	0	0.042	0.35	0	0.042	0.00028	0	0.042	0	0.042	1	0.26
