SNV	cluster0	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
535	1	0	0.55	0.54	0.5	0.59	0.65
536	1	0	0.55	0.54	0.5	0.59	0.65
537	1	0	0.55	0.54	0.5	0.59	0.65
538	1	0	0.55	0.54	0.5	0.59	0.65
539	1	0	0.55	0.54	0.5	0.59	0.65
540	1	0	0.55	0.54	0.5	0.59	0.65
541	1	0	0.55	0.54	0.5	0.59	0.65
542	1	0	0.55	0.54	0.5	0.59	0.65
543	1	0	0.55	0.54	0.5	0.59	0.65
544	1	0	0.55	0.54	0.5	0.59	0.65
545	1	0	0.55	0.54	0.5	0.59	0.65
546	1	0	0.55	0.54	0.5	0.59	0.65
547	1	0	0.55	0.54	0.5	0.59	0.65
548	1	0	0.55	0.54	0.5	0.59	0.65
549	1	0	0.55	0.54	0.5	0.59	0.65
550	1	0	0.55	0.54	0.5	0.59	0.65
551	1	0	0.55	0.54	0.5	0.59	0.65
552	1	0	0.55	0.54	0.5	0.59	0.65
553	1	0	0.55	0.54	0.5	0.59	0.65
554	1	0	0.55	0.54	0.5	0.59	0.65
555	1	0	0.55	0.54	0.5	0.59	0.65
556	1	0	0.55	0.54	0.5	0.59	0.65
557	1	0	0.55	0.54	0.5	0.59	0.65
558	1	0	0.55	0.54	0.5	0.59	0.65
559	1	0	0.55	0.54	0.5	0.59	0.65
560	1	0	0.55	0.54	0.5	0.59	0.65
